len_src,        len_ht,diff_ht,absdiff_ht,nabsdiff_ht,        len_pemt,diff_pemt,absdiff_pemt,nabsdiff_pemt,        len_nmt1,diff_nmt1,absdiff_nmt1,nabsdiff_nmt1,        len_nmt2,diff_nmt2,absdiff_nmt2,nabsdiff_nmt2        
67,157,90,90,1.3432835820895523,136,69,69,1.0298507462686568,155,88,88,1.3134328358208955,133,66,66,0.9850746268656716
39,86,47,47,1.205128205128205,130,91,91,2.3333333333333335,118,79,79,2.0256410256410255,113,74,74,1.8974358974358974
132,455,323,323,2.446969696969697,344,212,212,1.606060606060606,439,307,307,2.3257575757575757,404,272,272,2.0606060606060606
81,211,130,130,1.6049382716049383,182,101,101,1.2469135802469136,150,69,69,0.8518518518518519,142,61,61,0.7530864197530864
50,96,46,46,0.92,104,54,54,1.08,90,40,40,0.8,84,34,34,0.68
86,260,174,174,2.0232558139534884,203,117,117,1.3604651162790697,197,111,111,1.2906976744186047,261,175,175,2.0348837209302326
62,139,77,77,1.2419354838709677,118,56,56,0.9032258064516129,176,114,114,1.8387096774193548,148,86,86,1.3870967741935485
64,191,127,127,1.984375,146,82,82,1.28125,174,110,110,1.71875,171,107,107,1.671875
100,302,202,202,2.02,252,152,152,1.52,208,108,108,1.08,248,148,148,1.48
56,164,108,108,1.9285714285714286,158,102,102,1.8214285714285714,160,104,104,1.8571428571428572,129,73,73,1.3035714285714286
55,155,100,100,1.8181818181818181,131,76,76,1.3818181818181818,151,96,96,1.7454545454545454,133,78,78,1.4181818181818182
89,260,171,171,1.9213483146067416,242,153,153,1.7191011235955056,279,190,190,2.134831460674157,180,91,91,1.0224719101123596
56,144,88,88,1.5714285714285714,134,78,78,1.3928571428571428,137,81,81,1.4464285714285714,138,82,82,1.4642857142857142
113,287,174,174,1.5398230088495575,263,150,150,1.3274336283185841,299,186,186,1.6460176991150441,253,140,140,1.238938053097345
48,154,106,106,2.2083333333333335,116,68,68,1.4166666666666667,119,71,71,1.4791666666666667,112,64,64,1.3333333333333333
82,224,142,142,1.7317073170731707,247,165,165,2.0121951219512195,267,185,185,2.2560975609756095,220,138,138,1.6829268292682926
87,211,124,124,1.4252873563218391,270,183,183,2.103448275862069,222,135,135,1.5517241379310345,224,137,137,1.5747126436781609
83,200,117,117,1.4096385542168675,200,117,117,1.4096385542168675,169,86,86,1.036144578313253,198,115,115,1.3855421686746987
58,180,122,122,2.103448275862069,183,125,125,2.1551724137931036,205,147,147,2.5344827586206895,178,120,120,2.0689655172413794
47,123,76,76,1.6170212765957446,117,70,70,1.4893617021276595,112,65,65,1.3829787234042554,117,70,70,1.4893617021276595
69,175,106,106,1.536231884057971,141,72,72,1.0434782608695652,153,84,84,1.2173913043478262,144,75,75,1.0869565217391304
52,103,51,51,0.9807692307692307,125,73,73,1.4038461538461537,110,58,58,1.1153846153846154,105,53,53,1.0192307692307692
83,248,165,165,1.9879518072289157,172,89,89,1.072289156626506,189,106,106,1.2771084337349397,195,112,112,1.3493975903614457
68,210,142,142,2.088235294117647,122,54,54,0.7941176470588235,128,60,60,0.8823529411764706,106,38,38,0.5588235294117647
81,267,186,186,2.2962962962962963,272,191,191,2.3580246913580245,213,132,132,1.6296296296296295,212,131,131,1.617283950617284
99,257,158,158,1.595959595959596,290,191,191,1.9292929292929293,290,191,191,1.9292929292929293,249,150,150,1.5151515151515151
83,220,137,137,1.6506024096385543,128,45,45,0.5421686746987951,208,125,125,1.5060240963855422,144,61,61,0.7349397590361446
77,217,140,140,1.8181818181818181,182,105,105,1.3636363636363635,224,147,147,1.9090909090909092,189,112,112,1.4545454545454546
113,342,229,229,2.0265486725663715,235,122,122,1.079646017699115,291,178,178,1.575221238938053,287,174,174,1.5398230088495575
58,221,163,163,2.810344827586207,207,149,149,2.5689655172413794,193,135,135,2.3275862068965516,117,59,59,1.0172413793103448
54,132,78,78,1.4444444444444444,133,79,79,1.462962962962963,147,93,93,1.7222222222222223,139,85,85,1.5740740740740742
94,271,177,177,1.8829787234042554,261,167,167,1.7765957446808511,293,199,199,2.117021276595745,239,145,145,1.5425531914893618
66,176,110,110,1.6666666666666667,194,128,128,1.9393939393939394,240,174,174,2.6363636363636362,184,118,118,1.7878787878787878
55,163,108,108,1.9636363636363636,136,81,81,1.4727272727272727,157,102,102,1.8545454545454545,135,80,80,1.4545454545454546
61,193,132,132,2.1639344262295084,163,102,102,1.6721311475409837,154,93,93,1.5245901639344261,158,97,97,1.5901639344262295
53,136,83,83,1.5660377358490567,142,89,89,1.679245283018868,164,111,111,2.0943396226415096,130,77,77,1.4528301886792452
52,120,68,68,1.3076923076923077,127,75,75,1.4423076923076923,157,105,105,2.019230769230769,115,63,63,1.2115384615384615
88,206,118,118,1.3409090909090908,253,165,165,1.875,223,135,135,1.5340909090909092,219,131,131,1.4886363636363635
73,224,151,151,2.0684931506849313,217,144,144,1.9726027397260273,194,121,121,1.6575342465753424,197,124,124,1.6986301369863013
76,223,147,147,1.9342105263157894,193,117,117,1.5394736842105263,195,119,119,1.5657894736842106,162,86,86,1.131578947368421
62,143,81,81,1.3064516129032258,96,34,34,0.5483870967741935,116,54,54,0.8709677419354839,122,60,60,0.967741935483871
58,157,99,99,1.706896551724138,134,76,76,1.3103448275862069,156,98,98,1.6896551724137931,140,82,82,1.4137931034482758
44,112,68,68,1.5454545454545454,97,53,53,1.2045454545454546,97,53,53,1.2045454545454546,74,30,30,0.6818181818181818
82,231,149,149,1.8170731707317074,206,124,124,1.5121951219512195,188,106,106,1.2926829268292683,168,86,86,1.048780487804878
80,268,188,188,2.35,230,150,150,1.875,251,171,171,2.1375,245,165,165,2.0625
46,70,24,24,0.5217391304347826,59,13,13,0.2826086956521739,74,28,28,0.6086956521739131,101,55,55,1.1956521739130435
45,104,59,59,1.3111111111111111,96,51,51,1.1333333333333333,111,66,66,1.4666666666666666,101,56,56,1.2444444444444445
70,141,71,71,1.0142857142857142,159,89,89,1.2714285714285714,144,74,74,1.0571428571428572,126,56,56,0.8
50,134,84,84,1.68,99,49,49,0.98,107,57,57,1.14,97,47,47,0.94
73,172,99,99,1.356164383561644,152,79,79,1.082191780821918,158,85,85,1.1643835616438356,168,95,95,1.3013698630136987
68,166,98,98,1.4411764705882353,152,84,84,1.2352941176470589,148,80,80,1.1764705882352942,154,86,86,1.2647058823529411
74,158,84,84,1.135135135135135,166,92,92,1.2432432432432432,151,77,77,1.0405405405405406,151,77,77,1.0405405405405406
55,146,91,91,1.6545454545454545,120,65,65,1.1818181818181819,124,69,69,1.2545454545454546,122,67,67,1.2181818181818183
49,101,52,52,1.0612244897959184,98,49,49,1.0,106,57,57,1.163265306122449,100,51,51,1.0408163265306123
95,219,124,124,1.305263157894737,192,97,97,1.0210526315789474,188,93,93,0.9789473684210527,187,92,92,0.968421052631579
47,100,53,53,1.127659574468085,95,48,48,1.0212765957446808,85,38,38,0.8085106382978723,84,37,37,0.7872340425531915
52,95,43,43,0.8269230769230769,92,40,40,0.7692307692307693,89,37,37,0.7115384615384616,83,31,31,0.5961538461538461
96,135,39,39,0.40625,186,90,90,0.9375,171,75,75,0.78125,181,85,85,0.8854166666666666
73,144,71,71,0.9726027397260274,144,71,71,0.9726027397260274,135,62,62,0.8493150684931506,129,56,56,0.7671232876712328
48,100,52,52,1.0833333333333333,121,73,73,1.5208333333333333,121,73,73,1.5208333333333333,108,60,60,1.25
56,122,66,66,1.1785714285714286,123,67,67,1.1964285714285714,119,63,63,1.125,128,72,72,1.2857142857142858
45,122,77,77,1.711111111111111,101,56,56,1.2444444444444445,92,47,47,1.0444444444444445,83,38,38,0.8444444444444444
46,112,66,66,1.434782608695652,114,68,68,1.4782608695652173,115,69,69,1.5,109,63,63,1.3695652173913044
47,116,69,69,1.4680851063829787,112,65,65,1.3829787234042554,107,60,60,1.2765957446808511,85,38,38,0.8085106382978723
66,127,61,61,0.9242424242424242,141,75,75,1.1363636363636365,161,95,95,1.4393939393939394,133,67,67,1.0151515151515151
85,186,101,101,1.188235294117647,166,81,81,0.9529411764705882,126,41,41,0.4823529411764706,179,94,94,1.1058823529411765
54,107,53,53,0.9814814814814815,109,55,55,1.0185185185185186,87,33,33,0.6111111111111112,100,46,46,0.8518518518518519
51,111,60,60,1.1764705882352942,105,54,54,1.0588235294117647,101,50,50,0.9803921568627451,107,56,56,1.0980392156862746
76,153,77,77,1.013157894736842,180,104,104,1.368421052631579,142,66,66,0.868421052631579,142,66,66,0.868421052631579
85,149,64,64,0.7529411764705882,167,82,82,0.9647058823529412,149,64,64,0.7529411764705882,166,81,81,0.9529411764705882
91,164,73,73,0.8021978021978022,174,83,83,0.9120879120879121,168,77,77,0.8461538461538461,144,53,53,0.5824175824175825
56,129,73,73,1.3035714285714286,150,94,94,1.6785714285714286,126,70,70,1.25,127,71,71,1.2678571428571428
80,192,112,112,1.4,132,52,52,0.65,131,51,51,0.6375,139,59,59,0.7375
48,127,79,79,1.6458333333333333,142,94,94,1.9583333333333333,133,85,85,1.7708333333333333,117,69,69,1.4375
49,149,100,100,2.0408163265306123,160,111,111,2.2653061224489797,150,101,101,2.061224489795918,150,101,101,2.061224489795918
68,157,89,89,1.3088235294117647,167,99,99,1.4558823529411764,163,95,95,1.3970588235294117,159,91,91,1.338235294117647
55,143,88,88,1.6,132,77,77,1.4,139,84,84,1.5272727272727273,113,58,58,1.0545454545454545
90,199,109,109,1.211111111111111,195,105,105,1.1666666666666667,197,107,107,1.1888888888888889,209,119,119,1.3222222222222222
71,195,124,124,1.7464788732394365,174,103,103,1.4507042253521127,154,83,83,1.1690140845070423,138,67,67,0.9436619718309859
63,119,56,56,0.8888888888888888,160,97,97,1.5396825396825398,131,68,68,1.0793650793650793,144,81,81,1.2857142857142858
81,169,88,88,1.0864197530864197,167,86,86,1.0617283950617284,153,72,72,0.8888888888888888,161,80,80,0.9876543209876543
86,211,125,125,1.4534883720930232,186,100,100,1.1627906976744187,150,64,64,0.7441860465116279,169,83,83,0.9651162790697675
63,146,83,83,1.3174603174603174,139,76,76,1.2063492063492063,138,75,75,1.1904761904761905,128,65,65,1.0317460317460319
84,184,100,100,1.1904761904761905,212,128,128,1.5238095238095237,189,105,105,1.25,202,118,118,1.4047619047619047
76,223,147,147,1.9342105263157894,172,96,96,1.263157894736842,219,143,143,1.881578947368421,194,118,118,1.5526315789473684
77,171,94,94,1.2207792207792207,185,108,108,1.4025974025974026,223,146,146,1.896103896103896,212,135,135,1.7532467532467533
81,277,196,196,2.419753086419753,208,127,127,1.5679012345679013,221,140,140,1.728395061728395,198,117,117,1.4444444444444444
89,228,139,139,1.5617977528089888,245,156,156,1.752808988764045,176,87,87,0.9775280898876404,205,116,116,1.303370786516854
55,230,175,175,3.1818181818181817,137,82,82,1.490909090909091,183,128,128,2.327272727272727,117,62,62,1.1272727272727272
82,218,136,136,1.6585365853658536,170,88,88,1.0731707317073171,186,104,104,1.2682926829268293,126,44,44,0.5365853658536586
75,188,113,113,1.5066666666666666,176,101,101,1.3466666666666667,138,63,63,0.84,165,90,90,1.2
43,105,62,62,1.441860465116279,88,45,45,1.0465116279069768,98,55,55,1.2790697674418605,100,57,57,1.3255813953488371
76,178,102,102,1.3421052631578947,196,120,120,1.5789473684210527,187,111,111,1.4605263157894737,147,71,71,0.9342105263157895
65,166,101,101,1.5538461538461539,182,117,117,1.8,141,76,76,1.1692307692307693,155,90,90,1.3846153846153846
62,140,78,78,1.2580645161290323,101,39,39,0.6290322580645161,100,38,38,0.6129032258064516,116,54,54,0.8709677419354839
46,112,66,66,1.434782608695652,117,71,71,1.5434782608695652,124,78,78,1.6956521739130435,88,42,42,0.9130434782608695
66,137,71,71,1.0757575757575757,150,84,84,1.2727272727272727,114,48,48,0.7272727272727273,130,64,64,0.9696969696969697
75,210,135,135,1.8,187,112,112,1.4933333333333334,176,101,101,1.3466666666666667,187,112,112,1.4933333333333334
95,278,183,183,1.9263157894736842,258,163,163,1.7157894736842105,243,148,148,1.5578947368421052,250,155,155,1.631578947368421
103,246,143,143,1.3883495145631068,284,181,181,1.7572815533980584,266,163,163,1.5825242718446602,225,122,122,1.1844660194174756
73,226,153,153,2.095890410958904,184,111,111,1.5205479452054795,172,99,99,1.356164383561644,170,97,97,1.3287671232876712
57,126,69,69,1.2105263157894737,122,65,65,1.1403508771929824,166,109,109,1.912280701754386,148,91,91,1.5964912280701755
44,172,128,128,2.909090909090909,122,78,78,1.7727272727272727,170,126,126,2.8636363636363638,135,91,91,2.0681818181818183
97,191,94,94,0.9690721649484536,215,118,118,1.2164948453608246,220,123,123,1.268041237113402,208,111,111,1.1443298969072164
102,295,193,193,1.892156862745098,238,136,136,1.3333333333333333,281,179,179,1.7549019607843137,220,118,118,1.1568627450980393
76,212,136,136,1.7894736842105263,140,64,64,0.8421052631578947,158,82,82,1.0789473684210527,147,71,71,0.9342105263157895
58,169,111,111,1.9137931034482758,128,70,70,1.206896551724138,153,95,95,1.6379310344827587,107,49,49,0.8448275862068966
68,177,109,109,1.6029411764705883,151,83,83,1.2205882352941178,154,86,86,1.2647058823529411,141,73,73,1.0735294117647058
65,154,89,89,1.3692307692307693,127,62,62,0.9538461538461539,94,29,29,0.4461538461538462,101,36,36,0.5538461538461539
46,118,72,72,1.565217391304348,96,50,50,1.0869565217391304,106,60,60,1.3043478260869565,87,41,41,0.8913043478260869
66,162,96,96,1.4545454545454546,113,47,47,0.7121212121212122,190,124,124,1.878787878787879,159,93,93,1.4090909090909092
93,196,103,103,1.10752688172043,148,55,55,0.5913978494623656,167,74,74,0.7956989247311828,166,73,73,0.7849462365591398
102,209,107,107,1.0490196078431373,196,94,94,0.9215686274509803,198,96,96,0.9411764705882353,193,91,91,0.8921568627450981
52,105,53,53,1.0192307692307692,122,70,70,1.3461538461538463,118,66,66,1.2692307692307692,118,66,66,1.2692307692307692
92,251,159,159,1.7282608695652173,202,110,110,1.1956521739130435,234,142,142,1.5434782608695652,215,123,123,1.3369565217391304
49,141,92,92,1.8775510204081634,122,73,73,1.489795918367347,119,70,70,1.4285714285714286,117,68,68,1.3877551020408163
58,169,111,111,1.9137931034482758,181,123,123,2.1206896551724137,106,48,48,0.8275862068965517,113,55,55,0.9482758620689655
46,130,84,84,1.826086956521739,133,87,87,1.891304347826087,139,93,93,2.0217391304347827,123,77,77,1.673913043478261
57,146,89,89,1.5614035087719298,123,66,66,1.1578947368421053,140,83,83,1.456140350877193,134,77,77,1.3508771929824561
65,220,155,155,2.3846153846153846,170,105,105,1.6153846153846154,211,146,146,2.246153846153846,181,116,116,1.7846153846153847
69,225,156,156,2.260869565217391,173,104,104,1.5072463768115942,200,131,131,1.8985507246376812,145,76,76,1.1014492753623188
77,196,119,119,1.5454545454545454,190,113,113,1.4675324675324675,189,112,112,1.4545454545454546,198,121,121,1.5714285714285714
70,210,140,140,2.0,169,99,99,1.4142857142857144,212,142,142,2.0285714285714285,194,124,124,1.7714285714285714
55,129,74,74,1.3454545454545455,122,67,67,1.2181818181818183,116,61,61,1.1090909090909091,127,72,72,1.309090909090909
52,179,127,127,2.4423076923076925,161,109,109,2.0961538461538463,177,125,125,2.4038461538461537,159,107,107,2.0576923076923075
51,113,62,62,1.2156862745098038,111,60,60,1.1764705882352942,113,62,62,1.2156862745098038,104,53,53,1.0392156862745099
56,156,100,100,1.7857142857142858,144,88,88,1.5714285714285714,141,85,85,1.5178571428571428,136,80,80,1.4285714285714286
96,201,105,105,1.09375,193,97,97,1.0104166666666667,181,85,85,0.8854166666666666,195,99,99,1.03125
108,220,112,112,1.037037037037037,202,94,94,0.8703703703703703,194,86,86,0.7962962962962963,189,81,81,0.75
58,147,89,89,1.5344827586206897,116,58,58,1.0,128,70,70,1.206896551724138,127,69,69,1.1896551724137931
47,133,86,86,1.8297872340425532,124,77,77,1.6382978723404256,108,61,61,1.297872340425532,122,75,75,1.5957446808510638
59,159,100,100,1.694915254237288,152,93,93,1.576271186440678,151,92,92,1.5593220338983051,138,79,79,1.3389830508474576
48,159,111,111,2.3125,123,75,75,1.5625,149,101,101,2.1041666666666665,152,104,104,2.1666666666666665
48,145,97,97,2.0208333333333335,142,94,94,1.9583333333333333,137,89,89,1.8541666666666667,138,90,90,1.875
79,188,109,109,1.379746835443038,180,101,101,1.2784810126582278,193,114,114,1.4430379746835442,153,74,74,0.9367088607594937
110,272,162,162,1.4727272727272727,258,148,148,1.3454545454545455,237,127,127,1.1545454545454545,232,122,122,1.1090909090909091
47,93,46,46,0.9787234042553191,143,96,96,2.0425531914893615,124,77,77,1.6382978723404256,114,67,67,1.425531914893617
50,115,65,65,1.3,157,107,107,2.14,166,116,116,2.32,127,77,77,1.54
74,201,127,127,1.7162162162162162,193,119,119,1.6081081081081081,194,120,120,1.6216216216216217,202,128,128,1.7297297297297298
94,181,87,87,0.925531914893617,180,86,86,0.9148936170212766,218,124,124,1.3191489361702127,167,73,73,0.776595744680851
107,191,84,84,0.7850467289719626,278,171,171,1.5981308411214954,282,175,175,1.6355140186915889,252,145,145,1.355140186915888
63,149,86,86,1.3650793650793651,150,87,87,1.380952380952381,142,79,79,1.253968253968254,134,71,71,1.126984126984127
60,176,116,116,1.9333333333333333,165,105,105,1.75,127,67,67,1.1166666666666667,126,66,66,1.1
29,75,46,46,1.5862068965517242,67,38,38,1.3103448275862069,82,53,53,1.8275862068965518,70,41,41,1.4137931034482758
61,147,86,86,1.4098360655737705,147,86,86,1.4098360655737705,161,100,100,1.639344262295082,152,91,91,1.4918032786885247
77,186,109,109,1.4155844155844155,224,147,147,1.9090909090909092,218,141,141,1.8311688311688312,204,127,127,1.6493506493506493
69,187,118,118,1.710144927536232,147,78,78,1.1304347826086956,188,119,119,1.7246376811594204,156,87,87,1.2608695652173914
28,86,58,58,2.0714285714285716,56,28,28,1.0,58,30,30,1.0714285714285714,66,38,38,1.3571428571428572
57,142,85,85,1.4912280701754386,142,85,85,1.4912280701754386,148,91,91,1.5964912280701755,142,85,85,1.4912280701754386
47,118,71,71,1.5106382978723405,145,98,98,2.0851063829787235,129,82,82,1.7446808510638299,117,70,70,1.4893617021276595
55,102,47,47,0.8545454545454545,93,38,38,0.6909090909090909,108,53,53,0.9636363636363636,88,33,33,0.6
66,176,110,110,1.6666666666666667,192,126,126,1.9090909090909092,175,109,109,1.6515151515151516,161,95,95,1.4393939393939394
54,112,58,58,1.0740740740740742,103,49,49,0.9074074074074074,100,46,46,0.8518518518518519,97,43,43,0.7962962962962963
71,185,114,114,1.6056338028169015,145,74,74,1.0422535211267605,158,87,87,1.2253521126760563,166,95,95,1.3380281690140845
67,131,64,64,0.9552238805970149,108,41,41,0.6119402985074627,130,63,63,0.9402985074626866,106,39,39,0.582089552238806
